"X1","X2","bigram","label"
"threw","board","threw board","business"
"board","bbcs","board bbcs","business"
"bbcs","business","bbcs business","business"
"business","editor","business editor","business"
"editor","jeff","editor jeff","business"
"jeff","randall","jeff randall","business"
"randall","banks","randall banks","business"
"banks","step","banks step","business"
"step","altogether","step altogether","business"
"altogether","moment","altogether moment","business"
"moment","service","moment service","business"
"service","debt","service debt","business"
"debt","company","debt company","business"
"company","departure","company departure","business"
"departure","lounge","departure lounge","business"
"lounge","life","lounge life","business"
"life","water","life water","business"
"water","firm","water firm","business"
"firm","suez","firm suez","business"
"suez","argentina","suez argentina","business"
"argentina","row","argentina row","business"
"row","conflict","row conflict","business"
"conflict","argentine","conflict argentine","business"
"argentine","water","argentine water","business"
"water","firm","water firm","business"
"firm","aguas","firm aguas","business"
"aguas","argentinas","aguas argentinas","business"
"argentinas","controlled","argentinas controlled","business"
"controlled","frances","controlled frances","business"
"frances","suez","frances suez","business"
"suez","casting","suez casting","business"
"casting","doubt","casting doubt","business"
"doubt","firms","doubt firms","business"
"firms","future","firms future","business"
"future","firm","future firm","business"
"firm","serves","firm serves","business"
"serves","province","serves province","business"
"province","buenos","province buenos","business"
"buenos","aires","buenos aires","business"
"aires","tariff","aires tariff","business"
"tariff","rise","tariff rise","business"
"rise","fund","rise fund","business"
"fund","watersupply","fund watersupply","business"
"watersupply","improvements","watersupply improvements","business"
"improvements","government","improvements government","business"
"government","rejected","government rejected","business"
"rejected","rise","rejected rise","business"
"rise","aguas","rise aguas","business"
"aguas","argentinas","aguas argentinas","business"
"argentinas","annual","argentinas annual","business"
"annual","investment","annual investment","business"
"investment","pesos","investment pesos","business"
"pesos","improvements","pesos improvements","business"
"improvements","planning","improvements planning","business"
"planning","minister","planning minister","business"
"minister","julio","minister julio","business"
"julio","de","julio de","business"
"de","vido","de vido","business"
"vido","offered","vido offered","business"
"offered","free","offered free","business"
"free","de","free de","business"
"de","vido","de vido","business"
"vido","argentine","vido argentine","business"
"argentine","contribution","argentine contribution","business"
"contribution","form","contribution form","business"
"form","subsidy","form subsidy","business"
"subsidy","contribution","subsidy contribution","business"
"contribution","return","contribution return","business"
"return","seat","return seat","business"
"seat","companys","seat companys","business"
"companys","board","companys board","business"
"board","added","board added","business"
"added","government","added government","business"
"government","discussions","government discussions","business"
"discussions","aguas","discussions aguas","business"
"aguas","argentinas","aguas argentinas","business"
"argentinas","role","argentinas role","business"
"role","event","role event","business"
"event","contribution","event contribution","business"
"contribution","agreed","contribution agreed","business"
"agreed","aguas","agreed aguas","business"
"aguas","argentinas","aguas argentinas","business"
"argentinas","told","argentinas told","business"
"told","argentine","told argentine","business"
"argentine","newspaper","argentine newspaper","business"
"newspaper","clarin","newspaper clarin","business"
"clarin","accept","clarin accept","business"
"accept","change","accept change","business"
"change","legal","change legal","business"
"legal","structure","legal structure","business"
"structure","practice","structure practice","business"
"practice","rules","practice rules","business"
"rules","participation","rules participation","business"
"participation","board","participation board","business"
"board","planning","board planning","business"
"planning","minister","planning minister","business"
"minister","didnt","minister didnt","business"
"didnt","rule","didnt rule","business"
"rule","possibility","rule possibility","business"
"possibility","cancelling","possibility cancelling","business"
"cancelling","aguas","cancelling aguas","business"
"aguas","argentinas","aguas argentinas","business"
"argentinas","water","argentinas water","business"
"water","concession","water concession","business"
"concession","added","concession added","business"
"added","didnt","added didnt","business"
"didnt","futurology","didnt futurology","business"
"futurology","argentine","futurology argentine","business"
"argentine","economic","argentine economic","business"
"economic","minister","economic minister","business"
"minister","roberto","minister roberto","business"
"roberto","lavagna","roberto lavagna","business"
"lavagna","told","lavagna told","business"
"told","french","told french","business"
"french","media","french media","business"
"media","paris","media paris","business"
"paris","government","paris government","business"
"government","allowing","government allowing","business"
"allowing","increase","allowing increase","business"
"increase","tariffs","increase tariffs","business"
"tariffs","possibility","tariffs possibility","business"
"possibility","contribution","possibility contribution","business"
"contribution","aguas","contribution aguas","business"
"aguas","argentinas","aguas argentinas","business"
"argentinas","infrastructure","argentinas infrastructure","business"
"infrastructure","investments","infrastructure investments","business"
"investments","speaking","investments speaking","business"
"speaking","buenos","speaking buenos","business"
"buenos","aires","buenos aires","business"
"aires","de","aires de","business"
"de","vido","de vido","business"
"vido","denied","vido denied","business"
"denied","possibility","denied possibility","business"
"possibility","tariff","possibility tariff","business"
"tariff","increase","tariff increase","business"
"increase","insisted","increase insisted","business"
"insisted","annual","insisted annual","business"
"annual","investment","annual investment","business"
"investment","water","investment water","business"
"water","infrastructure","water infrastructure","business"
"infrastructure","centre","infrastructure centre","business"
"centre","discussions","centre discussions","business"
"discussions","added","discussions added","business"
"added","coming","added coming","business"
"coming","weeks","coming weeks","business"
"weeks","future","weeks future","business"
"future","aguas","future aguas","business"
"aguas","argentinas","aguas argentinas","business"
"argentinas","decided","argentinas decided","business"
"decided","suez","decided suez","business"
"suez","owns","suez owns","business"
"owns","aguas","owns aguas","business"
"aguas","argentinas","aguas argentinas","business"
"argentinas","spains","argentinas spains","business"
"spains","aguas","spains aguas","business"
"aguas","de","aguas de","business"
"de","barcelona","de barcelona","business"
"barcelona","biggest","barcelona biggest","business"
"biggest","shareholder","biggest shareholder","business"
"shareholder","recently","shareholder recently","business"
"recently","suez","recently suez","business"
"suez","lost","suez lost","business"
"lost","water","lost water","business"
"water","concession","water concession","business"
"concession","bolivia","concession bolivia","business"
"bolivia","mass","bolivia mass","business"
"mass","protests","mass protests","business"
"protests","city","protests city","business"
"city","el","city el","business"
"el","alto","el alto","business"
"alto","poorest","alto poorest","business"
"poorest","country","poorest country","business"
"country","citizens","country citizens","business"
"citizens","complaining","citizens complaining","business"
"complaining","unfair","complaining unfair","business"
"unfair","water","unfair water","business"
"water","charges","water charges","business"
"charges","forced","charges forced","business"
"forced","government","forced government","business"
"government","cancel","government cancel","business"
"cancel","contract","cancel contract","business"
"contract","argentina","contract argentina","business"
"argentina","suezs","argentina suezs","business"
"suezs","subsidiary","suezs subsidiary","business"
"subsidiary","fined","subsidiary fined","business"
"fined","cutting","fined cutting","business"
"cutting","supply","cutting supply","business"
"supply","water","supply water","business"
"water","recent","water recent","business"
"recent","heat","recent heat","business"
"heat","wave","heat wave","business"
"wave","allegedly","wave allegedly","business"
"allegedly","failing","allegedly failing","business"
"failing","investment","failing investment","business"
"investment","meet","investment meet","business"
"meet","demand","meet demand","business"
"demand","water","demand water","business"
"water","maintained","water maintained","business"
"maintained","tense","maintained tense","business"
"tense","relationship","tense relationship","business"
"relationship","argentine","relationship argentine","business"
"argentine","government","argentine government","business"
"government","financial","government financial","business"
"financial","crisis","financial crisis","business"
"crisis","argentina","crisis argentina","business"
"argentina","firm","argentina firm","business"
"firm","sued","firm sued","business"
"sued","alleging","sued alleging","business"
"alleging","converting","alleging converting","business"
"converting","tariffs","converting tariffs","business"
"tariffs","dollars","tariffs dollars","business"
"dollars","pesos","dollars pesos","business"
"pesos","freezing","pesos freezing","business"
"freezing","devaluation","freezing devaluation","business"
"devaluation","affected","devaluation affected","business"
"affected","company","affected company","business"
"company","difficult","company difficult","business"
"difficult","meet","difficult meet","business"
"meet","contractual","meet contractual","business"
"contractual","obligations","contractual obligations","business"
"obligations","president","obligations president","business"
"president","nestor","president nestor","business"
"nestor","kirchner","nestor kirchner","business"
"kirchner","argentina","kirchner argentina","business"
"argentina","arrived","argentina arrived","business"
"arrived","power","arrived power","business"
"power","negotiate","power negotiate","business"
"negotiate","solution","negotiate solution","business"
"solution","disagreements","solution disagreements","business"
"disagreements","international","disagreements international","business"
"international","utilities","international utilities","business"
"utilities","operating","utilities operating","business"
"operating","argentina","operating argentina","business"
"argentina","rejected","argentina rejected","business"
"rejected","tariff","rejected tariff","business"
"tariff","increases","tariff increases","business"
"increases","alleging","increases alleging","business"
"alleging","impoverish","alleging impoverish","business"
"impoverish","citizens","impoverish citizens","business"
"citizens","investments","citizens investments","business"
"investments","meet","investments meet","business"
"meet","growing","meet growing","business"
"growing","demand","growing demand","business"
"demand","water","demand water","business"
"water","aguas","water aguas","business"
"aguas","argentinas","aguas argentinas","business"
"argentinas","government","argentinas government","business"
"government","signed","government signed","business"
"signed","agreement","signed agreement","business"
"agreement","renegotiate","agreement renegotiate","business"
"renegotiate","buenos","renegotiate buenos","business"
"buenos","aires","buenos aires","business"
"aires","waterconcession","aires waterconcession","business"
"waterconcession","contract","waterconcession contract","business"
"contract","firm","contract firm","business"
"firm","agreed","firm agreed","business"
"agreed","invest","agreed invest","business"
"invest","pesos","invest pesos","business"
"pesos","issue","pesos issue","business"
"issue","attracted","issue attracted","business"
"attracted","european","attracted european","business"
"european","paris","european paris","business"
"paris","president","paris president","business"
"president","kirchner","president kirchner","business"
"kirchner","discussed","kirchner discussed","business"
"discussed","issues","discussed issues","business"
"issues","french","issues french","business"
"french","president","french president","business"
"president","jacques","president jacques","business"
"jacques","chirac","jacques chirac","business"
"chirac","argentine","chirac argentine","business"
"argentine","government","argentine government","business"
"government","pressure","government pressure","business"
"pressure","european","pressure european","business"
"european","union","european union","business"
"union","countries","union countries","business"
"countries","international","countries international","business"
"international","monetary","international monetary","business"
"monetary","fund","monetary fund","business"
"fund","imf","fund imf","business"
"imf","raise","imf raise","business"
"raise","utilities","raise utilities","business"
"utilities","tariffs","utilities tariffs","business"
"tariffs","utilities","tariffs utilities","business"
"utilities","operating","utilities operating","business"
"operating","argentina","operating argentina","business"
"argentina","european","argentina european","business"
"european","algeria","european algeria","business"
"algeria","hit","algeria hit","business"
"hit","gas","hit gas","business"
"gas","riots","gas riots","business"
"riots","algeria","riots algeria","business"
"algeria","suffered","algeria suffered","business"
"suffered","weekend","suffered weekend","business"
"weekend","violent","weekend violent","business"
"violent","protests","violent protests","business"
"protests","government","protests government","business"
"government","plans","government plans","business"
"plans","raise","plans raise","business"
"raise","gas","raise gas","business"
"gas","prices","gas prices","business"
"prices","local","prices local","business"
"local","press","local press","business"
"press","reports","press reports","business"
"reports","demonstrators","reports demonstrators","business"
"demonstrators","regions","demonstrators regions","business"
"regions","blocked","regions blocked","business"
"blocked","roads","blocked roads","business"
"roads","attacked","roads attacked","business"
"attacked","public","attacked public","business"
"public","buildings","public buildings","business"
"buildings","overturned","buildings overturned","business"
"overturned","vehicles","overturned vehicles","business"
"vehicles","newspapers","vehicles newspapers","business"
"newspapers","including","newspapers including","business"
"including","el","including el","business"
"el","watan","el watan","business"
"watan","reported","watan reported","business"
"reported","price","reported price","business"
"price","butane","price butane","business"
"butane","gas","butane gas","business"
"gas","vital","gas vital","business"
"vital","fuel","vital fuel","business"
"fuel","cooking","fuel cooking","business"
"cooking","risen","cooking risen","business"
"risen","dinars","risen dinars","business"
"dinars","canister","dinars canister","business"
"canister","dinars","canister dinars","business"
"dinars","hike","dinars hike","business"
"hike","failing","hike failing","business"
"failing","economic","failing economic","business"
"economic","conditions","economic conditions","business"
"conditions","fanning","conditions fanning","business"
"fanning","resentment","fanning resentment","business"
"resentment","algerias","resentment algerias","business"
"algerias","poorest","algerias poorest","business"
"poorest","regions","poorest regions","business"
"regions","demonstrators","regions demonstrators","business"
"demonstrators","streets","demonstrators streets","business"
"streets","cost","streets cost","business"
"cost","change","cost change","business"
"change","announced","change announced","business"
"announced","police","announced police","business"
"police","restored","police restored","business"
"restored","local","restored local","business"
"local","press","local press","business"
"press","reports","press reports","business"
"reports","trouble","reports trouble","business"
"trouble","flared","trouble flared","business"
"flared","saturday","flared saturday","business"
"saturday","carried","saturday carried","business"
"carried","sunday","carried sunday","business"
"sunday","el","sunday el","business"
"el","watan","el watan","business"
"watan","hot","watan hot","business"
"hot","spots","hot spots","business"
"spots","centred","spots centred","business"
"centred","villages","centred villages","business"
"villages","towns","villages towns","business"
"towns","close","towns close","business"
"close","bouira","close bouira","business"
"bouira","kilometres","bouira kilometres","business"
"kilometres","miles","kilometres miles","business"
"miles","south","miles south","business"
"south","capital","south capital","business"
"capital","algiers","capital algiers","business"
"algiers","main","algiers main","business"
"main","affected","main affected","business"
"affected","western","affected western","business"
"western","tiaret","western tiaret","business"
"tiaret","region","tiaret region","business"
"region","sidi","region sidi","business"
"sidi","ammar","sidi ammar","business"
"ammar","east","ammar east","business"
"east","country","east country","business"
"country","agence","country agence","business"
"agence","france","agence france","business"
"france","presse","france presse","business"
"presse","afp","presse afp","business"
"afp","reported","afp reported","business"
"reported","riots","reported riots","business"
"riots","flared","riots flared","business"
"flared","maghnia","flared maghnia","business"
"maghnia","region","maghnia region","business"
"region","close","region close","business"
"close","border","close border","business"
"border","morocco","border morocco","business"
"morocco","west","morocco west","business"
"west","afp","west afp","business"
"afp","butane","afp butane","business"
"butane","gas","butane gas","business"
"gas","fuel","gas fuel","business"
"fuel","oil","fuel oil","business"
"oil","main","oil main","business"
"main","source","main source","business"
"source","fuel","source fuel","business"
"fuel","heat","fuel heat","business"
"heat","homes","heat homes","business"
"homes","cook","homes cook","business"
"cook","food","cook food","business"
"food","algerias","food algerias","business"
"algerias","remote","algerias remote","business"
"remote","mountain","remote mountain","business"
"mountain","indias","mountain indias","business"
"indias","maruti","indias maruti","business"
"maruti","profits","maruti profits","business"
"profits","jump","profits jump","business"
"jump","indias","jump indias","business"
"indias","biggest","indias biggest","business"
"biggest","carmaker","biggest carmaker","business"
"carmaker","maruti","carmaker maruti","business"
"maruti","reported","maruti reported","business"
"reported","sharp","reported sharp","business"
"sharp","increase","sharp increase","business"
"increase","quarterly","increase quarterly","business"
"quarterly","profit","quarterly profit","business"
"profit","booming","profit booming","business"
"booming","economy","booming economy","business"
"economy","low","economy low","business"
"low","rates","low rates","business"
"rates","boosted","rates boosted","business"
"boosted","demand","boosted demand","business"
"demand","net","demand net","business"
"net","profit","net profit","business"
"profit","surged","profit surged","business"
"surged","rupees","surged rupees","business"
"rupees","compared","rupees compared","business"
"compared","rupees","compared rupees","business"
"rupees","earlier","rupees earlier","business"
"earlier","total","earlier total","business"
"total","sales","total sales","business"
"sales","rupees","sales rupees","business"
"rupees","period","rupees period","business"
"period","maruti","period maruti","business"
"maruti","accounts","maruti accounts","business"
"accounts","half","accounts half","business"
"half","indias","half indias","business"
"indias","domestic","indias domestic","business"
"domestic","car","domestic car","business"
"car","sales","car sales","business"
"sales","luring","sales luring","business"
"luring","consumers","luring consumers","business"
"consumers","cheap","consumers cheap","business"
"cheap","fuelefficient","cheap fuelefficient","business"
"fuelefficient","vehicles","fuelefficient vehicles","business"
"vehicles","demand","vehicles demand","business"
"demand","india","demand india","business"
"india","driven","india driven","business"
"driven","poor","driven poor","business"
"poor","public","poor public","business"
"public","transport","public transport","business"
"transport","low","transport low","business"
"low","level","low level","business"
"level","car","level car","business"
"car","ownership","car ownership","business"
"ownership","analysts","ownership analysts","business"
"analysts","figures","analysts figures","business"
"figures","people","figures people","business"
"people","thousand","people thousand","business"
"thousand","car","thousand car","business"
"car","owners","car owners","business"
"owners","maruti","owners maruti","business"
"maruti","beat","maruti beat","business"
"beat","market","beat market","business"
"market","expectations","market expectations","business"
"expectations","increase","expectations increase","business"
"increase","raw","increase raw","business"
"raw","materials","raw materials","business"
"materials","costs","materials costs","business"
"costs","company","costs company","business"
"company","majorityowned","company majorityowned","business"
"majorityowned","japans","majorityowned japans","business"
"japans","suzuki","japans suzuki","business"
"suzuki","increase","suzuki increase","business"
"increase","steel","increase steel","business"
"steel","raw","steel raw","business"
"raw","material","raw material","business"
"material","prices","material prices","business"
"prices","partially","prices partially","business"
"partially","offset","partially offset","business"
"offset","cost","offset cost","business"
"cost","cutting","cost cutting","business"
"cutting","sales","cutting sales","business"
"sales","fiscal","sales fiscal","business"
"fiscal","quarter","fiscal quarter","business"
"quarter","including","quarter including","business"
"including","vans","including vans","business"
"vans","utility","vans utility","business"
"utility","vehicles","utility vehicles","business"
"vehicles","rose","vehicles rose","business"
"rose","units","rose units","business"
"units","maruti","units maruti","business"
"maruti","company","maruti company","business"
"company","benefiting","company benefiting","business"
"benefiting","indians","benefiting indians","business"
"indians","economic","indians economic","business"
"economic","growth","economic growth","business"
"growth","consumer","growth consumer","business"
"consumer","spending","consumer spending","business"
"spending","power","spending power","business"
"power","utility","power utility","business"
"utility","vehicle","utility vehicle","business"
"vehicle","tractor","vehicle tractor","business"
"tractor","maker","tractor maker","business"
"maker","mahindra","maker mahindra","business"
"mahindra","reported","mahindra reported","business"
"reported","rise","reported rise","business"
"rise","net","rise net","business"
"net","profit","net profit","business"
"profit","profit","profit profit","business"
"profit","rupees","profit rupees","business"
"rupees","compared","rupees compared","business"
"compared","rupees","compared rupees","business"
"rupees","earlier","rupees earlier","business"
"earlier","aids","earlier aids","business"
"aids","climate","aids climate","business"
"climate","top","climate top","business"
"top","davos","top davos","business"
"davos","agenda","davos agenda","business"
"agenda","climate","agenda climate","business"
"climate","change","climate change","business"
"change","fight","change fight","business"
"fight","aids","fight aids","business"
"aids","leading","aids leading","business"
"leading","list","leading list","business"
"list","concerns","list concerns","business"
"concerns","day","concerns day","business"
"day","world","day world","business"
"world","economic","world economic","business"
"economic","forum","economic forum","business"
"forum","swiss","forum swiss","business"
"swiss","resort","swiss resort","business"
"resort","davos","resort davos","business"
"davos","business","davos business","business"
"business","political","business political","business"
"political","leaders","political leaders","business"
"leaders","globe","leaders globe","business"
"globe","listen","globe listen","business"
"listen","uk","listen uk","business"
"uk","prime","uk prime","business"
"prime","minister","prime minister","business"
"minister","tony","minister tony","business"
"tony","blairs","tony blairs","business"
"blairs","speech","blairs speech","business"
"speech","wednesday","speech wednesday","business"
"wednesday","blair","wednesday blair","business"
"blair","focus","blair focus","business"
"focus","africas","focus africas","business"
"africas","development","africas development","business"
"development","plans","development plans","business"
"plans","global","plans global","business"
"global","warming","global warming","business"
"warming","earlier","warming earlier","business"
"earlier","day","earlier day","business"
"day","update","day update","business"
"update","efforts","update efforts","business"
"efforts","million","efforts million","business"
"million","people","million people","business"
"people","antiaids","people antiaids","business"
"antiaids","drugs","antiaids drugs","business"
"drugs","world","drugs world","business"
"world","health","world health","business"
"health","organisation","health organisation","business"
"organisation","people","organisation people","business"
"people","poor","people poor","business"
"poor","countries","poor countries","business"
"countries","lifeextending","countries lifeextending","business"
"lifeextending","drugs","lifeextending drugs","business"
"drugs","earlier","drugs earlier","business"
"earlier","amounting","earlier amounting","business"
"amounting","million","amounting million","business"
"million","funding","million funding","business"
"funding","gap","funding gap","business"
"gap","stood","gap stood","business"
"stood","hitting","stood hitting","business"
"hitting","target","hitting target","business"
"target","themes","target themes","business"
"themes","stressed","themes stressed","business"
"stressed","blair","stressed blair","business"
"blair","attendance","blair attendance","business"
"attendance","announced","attendance announced","business"
"announced","minute","announced minute","business"
"minute","dominate","minute dominate","business"
"dominate","uks","dominate uks","business"
"uks","chairmanship","uks chairmanship","business"
"chairmanship","industrialised","chairmanship industrialised","business"
"industrialised","issues","industrialised issues","business"
"issues","discussed","issues discussed","business"
"discussed","fiveday","discussed fiveday","business"
"fiveday","conference","fiveday conference","business"
"conference","range","conference range","business"
"range","chinas","range chinas","business"
"chinas","economic","chinas economic","business"
"economic","power","economic power","business"
"power","iraqs","power iraqs","business"
"iraqs","future","iraqs future","business"
"future","sundays","future sundays","business"
"sundays","elections","sundays elections","business"
"elections","blair","elections blair","business"
"blair","world","blair world","business"
"world","leaders","world leaders","business"
"leaders","expected","leaders expected","business"
"expected","attend","expected attend","business"
"attend","including","attend including","business"
"including","french","including french","business"
"french","president","french president","business"
"president","jacques","president jacques","business"
"jacques","chirac","jacques chirac","business"
"chirac","due","chirac due","business"
"due","speak","due speak","business"
"speak","video","speak video","business"
"video","link","video link","business"
"link","bad","link bad","business"
"bad","weather","bad weather","business"
"weather","delayed","weather delayed","business"
"delayed","helicopter","delayed helicopter","business"
"helicopter","south","helicopter south","business"
"south","african","south african","business"
"african","president","african president","business"
"president","thabo","president thabo","business"
"thabo","mbeki","thabo mbeki","business"
"mbeki","arrival","mbeki arrival","business"
"arrival","delayed","arrival delayed","business"
"delayed","ivory","delayed ivory","business"
"ivory","coast","ivory coast","business"
"coast","peace","coast peace","business"
"peace","talks","peace talks","business"
"talks","ukraines","talks ukraines","business"
"ukraines","president","ukraines president","business"
"president","viktor","president viktor","business"
"viktor","yushchenko","viktor yushchenko","business"
"yushchenko","newly","yushchenko newly","business"
"newly","elected","newly elected","business"
"elected","palestinian","elected palestinian","business"
"palestinian","leader","palestinian leader","business"
"leader","mahmoud","leader mahmoud","business"
"mahmoud","abbas","mahmoud abbas","business"
"abbas","showbiz","abbas showbiz","business"
"showbiz","figures","showbiz figures","business"
"figures","appearance","figures appearance","business"
"appearance","frontman","appearance frontman","business"
"frontman","bono","frontman bono","business"
"bono","wellknown","bono wellknown","business"
"wellknown","campaigner","wellknown campaigner","business"
"campaigner","trade","campaigner trade","business"
"trade","development","trade development","business"
"development","issues","development issues","business"
"issues","angelina","issues angelina","business"
"angelina","jolie","angelina jolie","business"
"jolie","goodwill","jolie goodwill","business"
"goodwill","campaigner","goodwill campaigner","business"
"campaigner","refugees","campaigner refugees","business"
"refugees","unlike","refugees unlike","business"
"unlike","previous","unlike previous","business"
"previous","protests","previous protests","business"
"protests","wef","protests wef","business"
"wef","expected","wef expected","business"
"expected","muted","expected muted","business"
"muted","antiglobalisation","muted antiglobalisation","business"
"antiglobalisation","campaigners","antiglobalisation campaigners","business"
"campaigners","called","campaigners called","business"
"called","demonstration","called demonstration","business"
"demonstration","planned","demonstration planned","business"
"planned","weekend","planned weekend","business"
"weekend","time","weekend time","business"
"time","people","time people","business"
"people","expected","people expected","business"
"expected","converge","expected converge","business"
"converge","brazilian","converge brazilian","business"
"brazilian","resort","brazilian resort","business"
"resort","porto","resort porto","business"
"porto","alegre","porto alegre","business"
"alegre","world","alegre world","business"
"world","social","world social","business"
"social","forum","social forum","business"
"forum","socalled","forum socalled","business"
"socalled","antidavos","socalled antidavos","business"
"antidavos","campaigners","antidavos campaigners","business"
"campaigners","globalisation","campaigners globalisation","business"
"globalisation","fair","globalisation fair","business"
"fair","trade","fair trade","business"
"trade","contrast","trade contrast","business"
"contrast","davos","contrast davos","business"
"davos","forum","davos forum","business"
"forum","dominated","forum dominated","business"
"dominated","business","dominated business","business"
"business","issues","business issues","business"
"issues","outsourcing","issues outsourcing","business"
"outsourcing","corporate","outsourcing corporate","business"
"corporate","leadership","corporate leadership","business"
"leadership","bosses","leadership bosses","business"
"bosses","worlds","bosses worlds","business"
"worlds","largest","worlds largest","business"
"largest","companies","largest companies","business"
"companies","scheduled","companies scheduled","business"
"scheduled","attend","scheduled attend","business"
"attend","survey","attend survey","business"
"survey","published","survey published","business"
"published","eve","published eve","business"
"eve","conference","eve conference","business"
"conference","pricewaterhousecoopers","conference pricewaterhousecoopers","business"
"pricewaterhousecoopers","ten","pricewaterhousecoopers ten","business"
"ten","business","ten business","business"
"business","leaders","business leaders","business"
"leaders","confident","leaders confident","business"
"confident","companies","confident companies","business"
"companies","sales","companies sales","business"
"sales","rise","sales rise","business"
"rise","asian","rise asian","business"
"asian","american","asian american","business"
"american","executives","american executives","business"
"executives","confident","executives confident","business"
"confident","european","confident european","business"
"european","counterparts","european counterparts","business"
"counterparts","political","counterparts political","business"
"political","discussions","political discussions","business"
"discussions","focusing","discussions focusing","business"
"focusing","iran","focusing iran","business"
"iran","iraq","iran iraq","business"
"iraq","china","iraq china","business"
"china","dominate","china dominate","business"
"dominate","media","dominate media","business"
"media","attention","media attention","business"
"attention","china","attention china","business"
"china","top","china top","business"
"top","trader","top trader","business"
"trader","japan","trader japan","business"
"japan","china","japan china","business"
"china","overtook","china overtook","business"
"overtook","japans","overtook japans","business"
"japans","biggest","japans biggest","business"
"biggest","trading","biggest trading","business"
"trading","partner","trading partner","business"
"partner","released","partner released","business"
"released","japans","released japans","business"
"japans","finance","japans finance","business"
"finance","ministry","finance ministry","business"
"ministry","wednesday","ministry wednesday","business"
"wednesday","china","wednesday china","business"
"china","accounted","china accounted","business"
"accounted","japans","accounted japans","business"
"japans","trade","japans trade","business"
"trade","compared","trade compared","business"
"compared","ahead","compared ahead","business"
"ahead","china","ahead china","business"
"china","change","china change","business"
"change","highlights","change highlights","business"
"highlights","chinas","highlights chinas","business"
"chinas","growing","chinas growing","business"
"growing","importance","growing importance","business"
"importance","economic","importance economic","business"
"economic","powerhouse","economic powerhouse","business"
"powerhouse","japans","powerhouse japans","business"
"japans","imports","japans imports","business"
"imports","exports","imports exports","business"
"exports","china","exports china","business"
"china","hong","china hong","business"
"hong","kong","hong kong","business"
"kong","added","kong added","business"
"added","yen","added yen","business"
"yen","figure","yen figure","business"
"figure","japanese","figure japanese","business"
"japanese","trade","japanese trade","business"
"trade","china","trade china","business"
"china","records","china records","business"
"records","compares","records compares","business"
"compares","yen","compares yen","business"
"yen","trade","yen trade","business"
"trade","trade","trade trade","business"
"trade","hurt","trade hurt","business"
"hurt","oneoff","hurt oneoff","business"
"oneoff","factors","oneoff factors","business"
"factors","including","factors including","business"
"including","ban","including ban","business"
"ban","beef","ban beef","business"
"beef","imports","beef imports","business"
"imports","discovery","imports discovery","business"
"discovery","cow","discovery cow","business"
"cow","infected","cow infected","business"
"infected","mad","infected mad","business"
"mad","cow","mad cow","business"
"cow","disease","cow disease","business"
"disease","bse","disease bse","business"
"bse","economists","bse economists","business"
"economists","predict","economists predict","business"
"predict","china","predict china","business"
"china","japanese","china japanese","business"
"japanese","trading","japanese trading","business"
"trading","partner","trading partner","business"
"partner","coming","partner coming","business"
"coming","tuesday","coming tuesday","business"
"tuesday","figures","tuesday figures","business"
"figures","chinas","figures chinas","business"
"chinas","economy","chinas economy","business"
"economy","grew","economy grew","business"
"grew","experts","grew experts","business"
"experts","growth","experts growth","business"
"growth","picture","growth picture","business"
"picture","remains","picture remains","business"
"remains","strong","remains strong","business"
"strong","analysts","strong analysts","business"
"analysts","spurs","analysts spurs","business"
"spurs","future","spurs future","business"
"future","growth","future growth","business"
"growth","chinas","growth chinas","business"
"chinas","membership","chinas membership","business"
"membership","world","membership world","business"
"world","trade","world trade","business"
"trade","organisation","trade organisation","business"
"organisation","lower","organisation lower","business"
"lower","trade","lower trade","business"
"trade","tariffs","trade tariffs","business"
"tariffs","japans","tariffs japans","business"
"japans","trade","japans trade","business"
"trade","surplus","trade surplus","business"
"surplus","grew","surplus grew","business"
"grew","trillion","grew trillion","business"
"trillion","yen","trillion yen","business"
"yen","half","yen half","business"
"half","surplus","half surplus","business"
"surplus","trillion","surplus trillion","business"
"trillion","yen","trillion yen","business"
"yen","accounted","yen accounted","business"
"accounted","trade","accounted trade","business"
"trade","december","trade december","business"
"december","surplus","december surplus","business"
"surplus","grew","surplus grew","business"
"grew","trillion","grew trillion","business"
"trillion","yen","trillion yen","business"
"yen","strongerthanexpected","yen strongerthanexpected","business"
"strongerthanexpected","exports","strongerthanexpected exports","business"
"exports","trial","exports trial","business"
"trial","begins","trial begins","business"
"begins","spains","begins spains","business"
"spains","top","spains top","business"
"top","banker","top banker","business"
"banker","trial","banker trial","business"
"trial","emilio","trial emilio","business"
"emilio","botin","emilio botin","business"
"botin","chairman","botin chairman","business"
"chairman","spains","chairman spains","business"
"spains","powerful","spains powerful","business"
"powerful","bank","powerful bank","business"
"bank","santander","bank santander","business"
"santander","central","santander central","business"
"central","hispano","central hispano","business"
"hispano","started","hispano started","business"
"started","madrid","started madrid","business"
"madrid","botin","madrid botin","business"
"botin","accused","botin accused","business"
"accused","misusing","accused misusing","business"
"misusing","banks","misusing banks","business"
"banks","funds","banks funds","business"
"funds","approved","funds approved","business"
"approved","payment","approved payment","business"
"payment","euros","payment euros","business"
"euros","bonus","euros bonus","business"
"bonus","pension","bonus pension","business"
"pension","payouts","pension payouts","business"
"payouts","executives","payouts executives","business"
"executives","trial","executives trial","business"
"trial","suspended","trial suspended","business"
"suspended","botins","suspended botins","business"
